,Name,Sex
2042,Emmanuel Saez,1
2043,Emmanuel Skoufias,
2044,Emmett B. Keeler,1
2045,Emmett Keeler,1
2046,Emre Ozdenoren,
2047,Enid Dennis,0
2048,Enlinson Mattos,1
2049,Ennio Stacchetti,1
2050,Enno Mammen,1
2051,Enrica Detragiache,0
2052,Enrico C. Perotti,1
2053,Enrico Gambino,1
2054,Enrico Moretti,1
2055,Enrico Perotti,1
2056,Enrico Rettore,1
2057,Enrico Spolaore,1
2058,Enrico Zaghini,1
2059,Enrique G. Mendoza,1
2060,Enrique Seira,1
2061,Enrique Sentana,1
2062,Ephraim Kleiman,
2063,Eran Hanany,1
2064,Eran Shmaya,1
2065,Eran Yashiv,1
2066,Eric A. Hanushek,1
2067,Eric A. Verhoogen,1
2068,Eric B. Rasmusen,1
2069,Eric Bettinger,1
2070,Eric Budish,1
2071,Eric Chaney,1
2072,Eric D. Gould,1
2073,Eric French,1
2074,Eric G. Davis,1
2075,Eric Gautier,1
2076,Eric Hilt,1
2077,Eric Hughson,1
2078,Eric J. Toder,1
2079,Eric M. Leeper,1
2080,Eric M. Rice,1
2081,Eric Maskin,1
2082,Eric Maurin,1
2083,Eric Moulines,1
2084,Eric O'N. Fisher,1
2085,Eric P. Bettinger,1
2086,Eric R. Sims,1
2087,Eric Renault,1
2088,Eric S. Maskin,1
2089,Eric S. Rosengren,1
2090,Eric S. Taylor,1
2091,Eric Smith,1
2092,Eric T. Anderson,1
2093,Eric Van Wincoop,
2094,Eric Van den Steen,1
2095,Eric Verhoogen,1
2096,Eric W. Bond,1
2097,Eric Werker,1
2098,Eric Zitzewitz,1
2099,Eric Zivot,1
2100,Eric van Damme,1
2101,Eric van Wincoop,1
2102,Erica Field,0
2103,Erica L. Groshen,0
2104,Erich Battistin,1
2105,Erich Muehlegger,1
2106,Erik Berglöf,1
2107,Erik Biørn,1
2108,Erik Bloom,1
2109,Erik Brynjolfsson,1
2110,Erik D. Craft,
2111,Erik Eyster,1
2112,Erik Hurst,1
2113,Erik Lichtenberg,1
2114,Erik Meyersson,1
2115,Erik Plug,1
2116,Erik Snowberg,1
2117,Erik Stafford,1
2118,Erik Wengstrom,1
2119,Erik von Schedvin,1
2120,Erik Ø Sørensen,
2121,Erik Ø. Sørensen,1
2122,Erika McEntarfer,0
2123,Erin T. Mansur,1
2124,Erin Troland,0
2125,Erkut Y. Ozbay,1
2126,"Erling Steigum, Jr.",1
2127,Ernest Sergenti,1
2128,Ernest W. Adams,1
2129,Ernesto Dal Bó,1
2130,Ernesto Schargrodsky,1
2131,Ernst Fehr,1
2132,Ernst R. Berndt,1
2133,Ernst-Ludwig Von Thadden,
2134,Ernst-Ludwig von Thadden,1
2135,Ernst‐Ludwig von Thadden,
2136,Erwan Quintin,1
2137,Erwin Bulte,1
2138,Erwin H. Bulte,1
2139,Erzo F. P. Luttmer,
2140,Erzo G. J. Luttmer,1
2141,Esben Schultz,1
2142,Esfandiar Maasoumi,1
2143,Esmeralda A. Ramalho,
2144,Espen R. Moen,1
2145,Esteban F. Klor,1
2146,Esteban Rossi-Hansberg,
2147,Esteban Rossi‐Hansberg,
2148,Estelle Cantillon,0
2149,Ester Boserup,
2150,Esther Duflo,0
2151,Esther Gal-Or,0
2152,Esther Gal-or,
2153,Esther Ruiz,
2154,Ethan Bueno de Mesquita,1
2155,Ethan Kaplan,1
2156,Ethan Lewis,1
2157,Ethan Ligon,
2158,Etienne Gagnon,1
2159,Etienne Lehmann,1
2160,Ettore Damiano,
2161,Ettore F. Infante,1
2162,Eugene Choo,1
2163,Eugene F. Fama,1
2164,Eugene Kandel,1
2165,Eugene M. Lerner,1
2166,Eugene Silberberg,1
2167,Eugene Smolensky,1
2168,Eugene Steuerle,1
2169,Eugenio J. Miravete,1
2170,Eva I. Hoppe,
2171,Eva de Francisco,0
2172,Evan F. Koenig,1
2173,Evan J. Taylor,1
2174,Evan L. Porteus,1
2175,Evan Moore,1
2176,Evangelos O. Simos,1
2177,Eve Caroli,0
2178,Evelyn Korn,0
2179,Evgeny Zhelobodko,1
2180,Evsey D. Domar,
2181,Ewout Verriest,1
2182,Eyal Winter,
2183,Eyran J. Gisches,1
2184,Eytan Sheshinski,1
2185,F. Bourguignon,1
2186,F. C. Palm,1
2187,F. Carlevaro,
2188,F. E. A. Briggs,1
2189,F. H. Hahn,1
2190,F. J. Gould,1
2191,F. M. Bandi,1
2192,F. Marhuenda,1
2193,F. Maxwell Harper,1
2194,F. Mehta,
2195,F. Seton,1
2196,F. Thomas Juster,1
2197,F. W. McElroy,1
2198,Fabian Herweg,1
2199,Fabian Lange,1
2200,Fabian Waldinger,1
2201,Fabiano Schivardi,1
2202,Fabien Postel-Vinay,1
2203,Fabio Ghironi,1
2204,Fabio Maccheroni,1
2205,Fabio Mariani,
2206,Fabio Panetta,1
2207,Fabio Schiantarelli,1
2208,Fabio Tufano,1
2209,Fabrizio Mattesini,1
2210,Fabrizio Perri,1
2211,Fabrizio Zilibotti,1
2212,Facundo Piguillem,1
2213,Fahad Khalil,1
2214,Fallaw Sowell,1
2215,Fane Groes,
2216,Fang‐Fang Tang,
2217,Faruk Gul,1
2218,Fatemeh Mehta,
2219,Fatih Guvenen,1
2220,Faustine Perrin,0
2221,Fausto Panunzi,1
2222,Federico A. Bugni,1
2223,Federico Ciliberto,1
2224,Federico Echenique,1
2225,Federico Etro,1
2226,Federico M. Bandi,1
2227,Federico Ravenna,1
2228,Federico Sturzenegger,1
2229,Federico Valenciano,1
2230,Feike C. Drost,1
2231,Felix Kubler,1
2232,Felix Oberholzer-Gee,1
2233,Felix Oberholzer‐Gee,
2234,Felix R. FitzRoy,1
2235,Felix Tintelnot,1
2236,Felix Várdy,1
2237,Feng Zhu,1
2238,Ferdinand Rauch,1
2239,Ferdinando Monte,1
2240,Fernanda Nechio,0
2241,Fernando Alvarez,1
2242,Fernando Broner,1
2243,Fernando E. Alvarez,1
2244,Fernando Ferreira,1
2245,Fernando Parro,
2246,Fernando Vega-Redondo,
2247,Fernando Zapatero,1
2248,Filipe Campante,1
2249,Filippo Altissimo,
2250,Finis Welch,1
2251,Finn E. Kydland,1
2252,Finn R. Forsund,
2253,Finn R. Førsund,1
2254,Fiona Greig,0
2255,Fiona M. Scott Morton,0
2256,Fiona Scott Morton,
2257,Fischer Black,1
2258,Flavio Cunha,1
2259,Flip Klijn,1
2260,Florencio Lopez-de-Silanes,1
2261,Florencio Lopez‐de‐Silanes,
2262,Florencio López-de-Silanes,
2263,Florencio López‐de‐Silanes,
2264,Florian Ederer,1
2265,Florian Hoffmann,1
2266,Florian Jung,1
2267,Florian Pelgrin,
2268,Florian Scheuer,1
2269,Florian Schulz,1
2270,Florian Zettelmeyer,1
2271,Florin O. Bilbiie,1
2272,Forrest D. Nelson,1
2273,Forrest Nelson,1
2274,France Portrait,0
2275,Francesc Marmol,1
2276,Francesca Carapella,
2277,Francesca Cornaglia,0
2278,Francesca Cornelli,
2279,Francesca Molinari,0
2280,Francesco Avvisati,
2281,Francesco Bartolucci,1
2282,Francesco Bianchi,1
2283,Francesco Caselli,1
2284,Francesco Devicienti,
2285,Francesco Drago,1
2286,Francesco Feri,1
2287,Francesco Giavazzi,1
2288,Francesco Lippi,1
2289,Francesco Sangiorgi,
2290,Francesco Squintani,1
2291,Francesco Trebbi,1
2292,Francine D. Blau,0
2293,Francine Lafontaine,0
2294,Francis E. Warnock,1
2295,Francis Kramarz,1
2296,Francis T. Lui,1
2297,Francis Tapon,
2298,Francis Vella,1
2299,Francis X. Diebold,1
2300,Francisco Alcalá,1
2301,Francisco C. de la Chesnaye,1
2302,Francisco J. Buera,1
2303,Francisco J. Ruge-Murcia,1
2304,Francisco Lagos,1
2305,Francisco M. Gonzalez,1
2306,Francisco Perez-Gonzalez,1
2307,Franck Portier,1
2308,Franco Modigliani,1
2309,Francois Bourguignon,
2310,Francoise Forges,
2311,Frank A. Cowell,1
2312,Frank A. Wolak,
2313,"Frank A. Wolak, Jr.",1
2314,Frank C. Ripley,
2315,Frank Chaloupka,1
2316,Frank D. Lewis,1
2317,Frank H. Clarke,1
2318,Frank H. Hahn,1
2319,Frank Heinemann,1
2320,Frank Kleibergen,1
2321,Frank L. Adelman,1
2322,Frank Levy,1
2323,Frank M. Gollop,1
2324,Frank Milne,1
2325,Frank P. Stafford,1
2326,Frank Riedel,1
2327,Frank Roosevelt,
2328,Frank Schorfheide,1
2329,Frank Srba,1
2330,Frank Stafford,1
2331,Frank T. Denton,1
2332,Frank Verboven,1
2333,Frank Westermann,1
2334,Frank Windmeijer,1
2335,Frank de Leeuw,1
2336,Franklin Allen,1
2337,Franklin M. Fisher,1
2338,Franklin R. Edwards,1
2339,Franklin R. Shupp,
2340,Frans Spinnewyn,
2341,Franz C. Palm,
2342,Franz E. Hohn,1
2343,Franziska Ohnsorge,0
2344,François Bourguignon,1
2345,François Fontaine,1
2346,François Gourio,1
2347,François Maniquet,1
2348,François Ortalo-Magné,1
2349,François R. Velde,1
2350,François Salanié,1
2351,Françoise Forges,0
2352,Fred Goldman,1
2353,Fred Gorbet,
2354,Fred Kofman,1
2355,Fred R. Glahe,1
2356,Frederic L. Pryor,
2357,Frederic S. Mishkin,1
2358,Frederic Vermeulen,1
2359,Frederic Warzynski,1
2360,Frederick Carl Nold,1
2361,Frederick R. Warren-Boulton,1
2362,Frederick V. Waugh,1
2363,Frederick W. Bell,1
2364,Frederick van der Ploeg,
2365,Frederico Belo,1
2366,Frederico Finan,1
2367,Fredrik Heyman,1
2368,Fredrik Sjöholm,1
2369,Friedrich Schneider,1
2370,Frode Steen,1
2371,Frédéric Koessler,1
2372,Frédéric Robert-Nicoud,1
2373,Frøystein Gjesdal,
2374,Fuhito Kojima,1
2375,Fumio Hayashi,1
2376,Fusaji Takahashi,1
2377,Fushing Hsieh,1
2378,Fwu-Ranq Chang,1
2379,G. A. Crothall,1
2380,G. A. Mumey,
2381,G. B. A. Evans,
2382,G. B. Gorton,
2383,G. C. Archibald,
2384,G. D. A. Phillips,1
2385,G. E. Makinen,1
2386,G. Frank Mathewson,1
2387,G. G. Judge,1
2388,G. H. Hillier,1
2389,G. J. Anderson,1
2390,G. L. Bach,
2391,G. L. Violante,1
2392,G. Laroque,1
2393,G. Leitmann,1
2394,G. M. de Wit,1
2395,G. Matthys,1
2396,G. Michael Winkler,1
2397,G. Michel,1
2398,G. O. Bierwag,1
2399,G. Roland,1
2400,G. Rosenbluth,
2401,G. S. Laumas,1
2402,G. S. Maddala,1
2403,G. S. Tolley,1
2404,G. Steven Olley,1
2405,G. Stuvel,1
2406,G. Thomas Woodward,1
2407,G. Tillmann,
2408,G. William Schwert,1
2409,G.R.E.Q.A.M.,
2410,Gabriel A. Lozada,1
2411,Gabriel Carroll,1
2412,Gabriel Chodorow-Reich,1
2413,Gabriel D. Carroll,1
2414,Gabriel Jiménez,1
2415,Gabriel M. Ahlfeldt,1
2416,Gabriel Talmain,
2417,Gabriel Y. Weintraub,1
2418,Gabriel Zucman,1
2419,Gabriele Fiorentini,1
2420,Gabriella Berloffa,
2421,Gabrielle Demange,0
2422,Gadi Barlevy,1
2423,Gail E. Makinen,1
2424,Gail Pierson,
2425,Galina Vereshchagina,0
2426,Gangaram S. Ladde,
2427,Gara Afonso,0
2428,Garance Genicot,
2429,"Gardner M. Brown, Jr.",1
2430,Garey C. Durden,1
2431,Garey Ramey,1
2432,Garry F. Barrett,1
2433,Garth Frazer,1
2434,Garth Saloner,1
2435,Gary A. Hoover,1
2436,Gary A. Zarkin,1
2437,Gary Anthony Gigliotti,
2438,Gary Burtless,1
2439,Gary Chamberlain,1
2440,Gary Charness,1
2441,Gary D. Hansen,1
2442,Gary D. Libecap,1
2443,Gary E Bolton,
2444,Gary Fromm,1
2445,Gary Gorton,1
2446,Gary Koop,
2447,Gary Lyn,1
2448,Gary M. Anderson,1
2449,Gary P. Sampson,1
2450,Gary R. Saxonhouse,
2451,Gary R. Skoog,1
2452,Gary Richardson,1
2453,Gary S. Becker,1
2454,Gary S. Fields,
2455,Gary Smith,1
2456,Gary Solon,1
2457,Gary V. Engelhardt,1
2458,Gary V. Johnson,1
2459,Gary Yohe,
2460,Gautam Gowrisankaran,1
2461,Gautam Rao,1
2462,Gautam Tripathi,1
2463,Gauti B. Eggertsson,1
2464,Gavin Wright,1
2465,Gee Hee Hong,0
2466,Geert Dhaene,1
2467,Geert Ridder,1
2468,Geir B. Asheim,
2469,Gene E. Mumy,1
2470,Gene Laber,1
2471,Gene M. Grossman,1
2472,Geng Li,1
2473,Geoffrey F. Joyce,1
2474,Geoffrey Gee,1
2475,Geoffrey Heal,
2476,Geoffrey Kingston,1
2477,Geoffrey M. B. Tootell,1
2478,Geoffrey Tate,1
2479,Geoffrey Woglom,1
2480,Geoffroy de Clippel,1
2481,Georg Hasenkamp,1
2482,Georg Kirchsteiger,1
2483,Georg Noldeke,
2484,Georg Nöldeke,1
2485,Georg Schaur,1
2486,Georg Strasser,
2487,Georg Weizsäcker,1
2488,George A. Akerlof,1
2489,George A. Hay,1
2490,George Akerlof,1
2491,George Alessandria,1
2492,George B. Dantzig,1
2493,George Baker,1
2494,George Beardsley,
2495,George C. Bitros,1
2496,George E. Johnson,1
2497,George E. Tauchen,1
2498,George Evans,1
2499,"George F. Rhodes, Jr.",1
2500,George Feiger,
2501,George G. Daly,1
2502,George G. Judge,1
2503,George Georgiadis,
2504,George Hall,1
2505,George J. Borjas,1
2506,George J. Mailath,1
2507,George J. Stigler,1
2508,George Jakubson,1
2509,George Johnson,1
2510,George Kingsley Zipf,1
2511,George Lady,1
2512,George Loewenstein,1
2513,George M. Constantinides,1
2514,George M. Lady,1
2515,George M. von Furstenberg,1
2516,George Moore,1
2517,George Norman,1
2518,George P. Baker,1
2519,George Psacharopoulos,1
2520,George R. Boyer,1
2521,George R. Moore,1
2522,George R. Neumann,1
2523,George S. Alogoskoufis,1
2524,George S. Tavlas,1
2525,George S. Tolley,1
2526,George T. Duncan,1
2527,George Tauchen,1
2528,George W. Evans,1
2529,George W. Ladd,1
2530,George W. Stadler,1
2531,George Warskett,
2532,George Wu,1
2533,George-Levi Gayle,1
2534,George-Marios Angeletos,1
2535,Georges Dionne,1
2536,Georges Gallais-Hamonno,1
2537,George‐Marios Angeletos,
2538,Georgi Kocharkov,1
2539,Georgy Egorov,1
2540,Gerald A. Whitney,1
2541,Gerald E. Auten,1
2542,Gerald H. Kramer,1
2543,Gerald Nickelsburg,
2544,"Gerald P. O'Driscoll, Jr.",1
2545,Gerald R. Uhlich,1
2546,Gerald S. Oettinger,1
2547,Gerald W. Scully,1
2548,Geraldine Gerardi,
2549,Geraldo Souza,1
2550,Gerard A. Pfann,
2551,Gerard Debreu,1
2552,Gerard Gennotte,1
2553,Gerard J. van den Berg,
2554,Gerard Llobet,1
2555,Gerard Padró I Miquel,
2556,Gerard Padró i Miquel,1
2557,Gerard Roland,
2558,Gerard van der Laan,1
2559,Gergely Ujhelyi,1
2560,Gerhard Glomm,1
2561,Gerhard Sorger,1
2562,Gerhard Tintner,1
2563,Germán Pupato,1
2564,Gerry L. Suchanek,1
2565,Gershon Feder,1
2566,Gharad Bryan,1
2567,Ghazala Mansuri,0
2568,Giacomo A. M. Ponzetto,1
2569,Giacomo Bonanno,1
2570,Giacomo De Giorgi,1
2571,Gian Luca Clementi,1
2572,Gian Maria Milesi-Ferretti,1
2573,Giancarlo Corsetti,1
2574,Giancarlo Spagnolo,1
2575,Gianluca Benigno,
2576,Gianluca Femminis,
2577,Gianmarco I. P. Ottaviano,1
2578,Gianni Amisano,1
2579,Gianni De Fraja,1
2580,Gianni de Fraja,
2581,Gijs Van De Kuilen,
2582,Gijs van de Kuilen,
2583,Gikas A. Hardouvelis,1
2584,Gil Kalai,1
2585,Gil Riella,1
2586,Gilat Levy,0
2587,"Gilbert Bassett, Jr.",1
2588,Gilbert E. Metcalf,1
2589,Gilbert Ritschard,1
2590,"Gilbert W. Bassett, Jr.",1
2591,Gilles Duranton,1
2592,Gilles Postel-Vinay,1
2593,Gilles Saint-Paul,1
2594,Gilles Saint‐Paul,
2595,Ginger Zhe Jin,0
2596,Gino Gancia,
2597,Giora Hanoch,1
2598,Giorgio Bellettini,
2599,Giorgio Calzolari,
2600,Giorgio E. Primiceri,1
2601,Giorgio Topa,1
2602,Giovanna Prennushi,0
2603,Giovanni Cespa,
2604,Giovanni Dell'Ariccia,
2605,Giovanni Gallipoli,1
2606,Giovanni L. Violante,1
2607,Giovanni Maggi,1
2608,Giovanni Peri,1
2609,Giovanni Ponti,1
2610,Gita Gopinath,0
2611,Giulio Fella,
2612,Giuseppe Bertola,1
2613,Giuseppe Cavaliere,1
2614,Giuseppe Lopomo,
2615,Giuseppe Moscarini,1
2616,Giuseppe Parigi,1
2617,Glen R. Waddell,1
2618,Glenn Blomquist,1
2619,Glenn C. Blomquist,1
2620,Glenn C. Loury,1
2621,Glenn D. Rudebusch,1
2622,Glenn Ellison,1
2623,Glenn Fine,1
2624,Glenn Loury,1
2625,Glenn M. MacDonald,1
2626,Glenn MacDonald,1
2627,Glenn Macdonald,
2628,Glenn T. Potts,
2629,Glenn W. Boyle,1
2630,Glenn W. Harrison,1
2631,Godfrey Keller,1
2632,Gopi Shah Goda,0
2633,Gordon Anderson,1
2634,Gordon B. Dahl,1
2635,Gordon C. Rausser,1
2636,Gordon Dahl,1
2637,Gordon H. Hanson,1
2638,Gordon Hanson,1
2639,Gordon Leitch,1
2640,Gordon M. Kaufman,1
2641,Gordon M. Myers,1
2642,Gordon Pye,1
2643,Gordon R. Munro,1
2644,Gordon R. Sparks,1
2645,Gordon Tullock,1
2646,Gordon W. Smith,
2647,Grace Wahba,0
2648,Graciela Chichilnisky,0
2649,Graciela Kaminsky,0
2650,Graham C. Loomes,
2651,Graham Elliott,1
2652,Graham Loomes,1
2653,Graham Pyatt,1
2654,Grant H. Hillier,1
2655,Grant Miller,1
2656,Grant Smith,1
2657,Grayham E. Mizon,1
2658,Greg C. Wright,1
2659,Greg Fischer,1
2660,Greg J. Duncan,1
2661,Greg Kaplan,1
2662,Greg Reinsel,1
2663,Greg Shaffer,1
2664,Gregg Jarrell,1
2665,Gregor Matvos,1
2666,Gregor W. Smith,
2667,Gregory C. Chow,1
2668,Gregory Clark,1
2669,Gregory Connor,1
2670,Gregory D. Hess,1
2671,Gregory F. Udell,1
2672,Gregory H. Bauer,
2673,Gregory K. Dow,1
2674,Gregory Lewis,1
2675,Gregory M. Duncan,1
2676,Gregory M. Ellis,1
2677,Gregory S. Crawford,1
2678,Gregory W. Huffman,1
2679,Grigory Kosenok,1
2680,Gueorgui Kambourov,
2681,Guglielmo Weber,1
2682,Guido Baltussen,1
2683,Guido Cozzi,1
2684,Guido Imbens,1
2685,Guido Kuersteiner,1
2686,Guido Lorenzoni,1
2687,Guido Menzio,1
2688,Guido Porto,1
2689,Guido Tabellini,1
2690,Guido W. Imbens,1
2691,Guilherme L. Sedlacek,1
2692,Guilherme Sedlacek,1
2693,Guilherme V. Moura,
2694,Guillaume Fréchette,1
2695,Guillaume Haeringer,1
2696,Guillaume Hollard,1
2697,Guillaume Plantin,
2698,Guillaume R. Fréchette,1
2699,Guillaume Rocheteau,1
2700,Guillaume Vandenbroucke,1
2701,Guillermo A. Calvo,1
2702,Guillermo Caruana,1
2703,Guillermo Moloche,1
2704,Guillermo Noguera,1
2705,Guillermo Ordoñez,1
2706,Guillermo Zamarripa,1
2707,Guiseppe Bertola,
2708,Gunjan Sharma,0
2709,Gunnar Du Rietz,1
2710,Guo Li,1
2711,Guofu Tan,1
2712,Guojun He,1
2713,Guoqiang Tian,
2714,Gur Huberman,1
2715,Gur Ofer,1
2716,Gurdip S. Bakshi,1
2717,Gustav F. Papanek,1
2718,Gustav Ranis,
2719,Gustavo J. Bobonis,1
2720,Gustavo Manso,1
2721,Gustavo Soares,1
2722,Gustavo Ventura,1
2723,Guy Debelle,1
2724,Guy H. Orcutt,1
2725,Guy Lacroix,1
2726,Guy Laroque,1
2727,Guy Michaels,1
2728,Guy R. West,1
2729,Guy de Ghellinck,1
2730,Gyoichi Iwata,1
2731,Gyoseob Yi,
2732,Gyu Ho Wang,
2733,Gábor Kézdi,1
2734,Gérald LeBlanc,1
2735,Gérard Fuchs,1
2736,Gérard Gaudet,
2737,Gérard P. Cachon,1
2738,Gérard Roland,1
2739,H. D. Block,1
2740,H. D. Vinod,1
2741,H. E. Daniels,1
2742,H. E. FrechIII,
2743,H. Eugene Stanley,1
2744,H. H. Kelejian,1
2745,H. J. Landau,1
2746,H. Jerome Keisler,1
2747,H. K. van Dijk,1
2748,H. L. Leon,
2749,H. Lorne Carmichael,1
2750,H. Lévy-Lambert,
2751,H. M. Polemarchakis,
2752,H. M. Shefrin,1
2753,H. Moulin,1
2754,H. Nejat Seyhun,1
2755,H. Neudecker,1
2756,H. O. A. Wold,
2757,H. O. Carter,1
2758,H. O. Hartley,
2759,H. O. Stekler,1
2760,H. Ohta,1
2761,H. P. Tuckman,1
2762,H. P. Young,1
2763,H. Peter Gray,
2764,H. Peyton Young,1
2765,H. Robert Heller,1
2766,H. S. Houthakker,1
2767,H. S. Konijn,1
2768,H. S. Odeh,1
2769,H. Stuart Burness,1
2770,H. Theil,1
2771,H. Uzawa,1
2772,H. Wold,
2773,H. Woźniakowski,
2774,"H. Y. Wan, Jr.",1
2775,Hae-shin Hwang,1
2776,Haig R. Nalbantian,1
2777,Haim Barkai,1
2778,Haim Levy,1
2779,Haim Mendelson,1
2780,Haim Shalit,1
2781,Hajime Hori,
2782,Hajime Miyazaki,1
2783,Hajime Oniki,
2784,Hal R. Varian,1
2785,Halbert White,1
2786,Hale F. Trotter,1
2787,Haluk Ergin,1
2788,Hamid Habibagahi,1
2789,Hamid Sabourian,1
2790,Hamish Low,1
2791,Han Hong,1
2792,Hanan G. Jacoby,1
2793,Hanjiang Zhang,0
2794,Hanming Fang,1
2795,Hannes Mueller,1
2796,Hanno Lustig,1
2797,Hans Brems,1
2798,Hans Carlsson,1
2799,Hans Degryse,1
2800,Hans Genberg,1
2801,Hans Gersbach,
2802,Hans Haller,1
2803,Hans Neisser,1
2804,Hans Peters,1
2805,Hans Wiesmeth,
2806,Hans-Georg Petersen,1
2807,Hans-Günther Seifert,1
2808,Hans-Joachim Voth,1
2809,Hans-Jürgen Büttler,1
2810,Hans-Werner Sinn,1
2811,Hans-Werner Wohltmann,
2812,Hao Li,1
2813,Harald Künemund,1
2814,Harald Lang,1
2815,Harald Uhlig,1
2816,Hariharan Dharmarajan,
2817,Harl E. Ryder,
2818,Harlow N. Higinbotham,1
2819,Harold Cole,1
2820,Harold Demsetz,1
2821,Harold L. Cole,1
2822,"Harold L. Votey, Jr.",1
2823,Harold W. Watts,1
2824,Haroon Mumtaz,1
2825,Harris Schlesinger,1
2826,Harrison Hong,1
2827,Harry Bloch,1
2828,Harry C. Mullikin,1
2829,Harry Eisenpress,1
2830,Harry Flam,1
2831,Harry G. Johnson,1
2832,Harry H. Kelejian,1
2833,Harry J. Holzer,1
2834,Harry J. Paarsch,
2835,Harry M. Markowitz,1
2836,Harry Mamaysky,1
2837,Harry P. Bowen,1
2838,Harry R. Glahn,1
2839,Hartley Furtan,1
2840,Haruo Imai,1
2841,Harvey E. Lapan,1
2842,Harvey Leibenstein,
2843,Harvey M. Wagner,1
2844,Harvey S. Rosen,1
2845,Haskel Benishay,1
2846,Hayne E. Leland,1
2847,Hayne Leland,1
2848,Heather Royer,0
2849,Hector Chade,1
2850,Hedi D. Kallal,0
2851,Heejoon Kang,1
2852,Hehui Jin,1
2853,Heidi Allen,0
2854,Heidi L. Williams,0
2855,Heidi Schelbert-Syfrig,0
2856,Heidi Williams,0
2857,Heidrun C. Hoppe,
2858,Heikki Rantakari,
2859,Heino Bohn Nielsen,1
2860,Heinrich W. Ursprung,1
2861,Heinz Holländer,1
2862,Helen Weeds,
2863,Helga Fehr-Duda,0
2864,Hellmuth Milde,1
2865,Helmut Bester,1
2866,Helmut Lütkepohl,1
2867,Heléne Lundqvist,1
2868,Henning Bohn,1
2869,Henri R. Lorie,1
2870,Henri Theil,1
2871,Henrik Cronqvist,1
2872,Henrik Horn,1
2873,Henrik J. Kleven,1
2874,Henrik Jacobsen Kleven,1
2875,Henrik Jensen,1
2876,Henrik Orzen,1
2877,Henry Aaron,1
2878,Henry E. Brady,
2879,Henry E. Siu,1
2880,Henry G. Grabowski,1
2881,Henry G. Overman,1
2882,Henry M. Peskin,
2883,Henry McMillan,1
2884,Henry S. Farber,1
2885,Henry Teicher,1
2886,Henry Tulkens,1
2887,"Henry W. Chappell, Jr.",1
2888,"Henry Y. Wan, Jr.",
2889,Henryk Kierzkowski,1
2890,Herakles Polemarchakis,1
2891,Heraklis M. Polemarchakis,
2892,Herbert A. Simon,1
2893,Herbert E. Scarf,1
2894,Herbert G. Grubel,1
2895,Herbert Gintis,1
2896,Herbert Glejser,1
2897,Herbert L. Schuette,
2898,"Herbert S. Winokur, Jr.",1
2899,Herman B. Leonard,1
2900,Herman C. Quirmbach,1
2901,Herman J. Bierens,1
2902,Herman K. van Dijk,1
2903,Herman O. Wold,1
2904,Hermann Enzer,1
2905,Herminio Blanco,1
2906,Hernán A. Makse,1
2907,Hernán Ruffo,1
2908,Herschel I. Grossman,1
2909,Herschell I. Grossman,
2910,Herve Moulin,
2911,Hervé Moulin,1
2912,Hervé Ossard,1
2913,Heski Bar-Isaac,1
2914,Hessel Oosterbeek,1
2915,Hian Teck Hoon,1
2916,Hide-Fumi Yokoo,1
2917,Hidehiko Ichimura,1
2918,Hideo Owan,1
2919,Hideshi Itoh,1
2920,Hideyuki Adachi,1
2921,Hilary Hoynes,0
2922,Hilary W. Hoynes,0
2923,Hilary Williamson Hoynes,0
2924,Hildegard Dierker,0
2925,Hillard S. Kaplan,
2926,Hiro Y. Toda,1
2927,Hiroaki Hayakawa,1
2928,Hiroaki Kaido,1
2929,Hiroaki Nagatani,1
2930,Hiroaki Osana,1
2931,Hirofumi Shibata,1
2932,Hirofumi Uzawa,1
2933,Hiroshi Atsumi,1
2934,Hiroyuki Chuma,1
2935,Hiroyuki Kasahara,1
2936,Hitoshi Matsushima,1
2937,Ho-Mou Wu,1
2938,Holger Bonus,1
2939,Holger C. Wolf,1
2940,Holger Herz,1
2941,Holger M. Müller,1
2942,Holger Sieg,1
2943,Hollis B. Chenery,1
2944,Homa Zarghamee,0
2945,Homer Erekson,1
2946,Homi Kharas,1
2947,Hong Li,
2948,Hongbin Li,1
2949,Hongfei Sun,1
2950,Hongjun Yan,
2951,Horag Choi,1
2952,Howard F. Chang,1
2953,Howard J. Shatz,1
2954,Howard J. Sumka,1
2955,Howard M. Wachtel,1
2956,Howard P. Marvel,1
2957,Howard P. Tuckman,1
2958,Howard Rachlin,1
2959,Howard Reed,1
2960,Howard Rosenthal,1
2961,Howard Smith,
2962,Howard W. Pifer,1
2963,Hoyt Bleakley,1
2964,Hsing-Yang Lee,1
2965,Hsueh-Cheng Cheng,1
2966,Hua He,1
2967,Hubert Halkin,1
2968,Hubert Kempf,
2969,Hugh Hoikwang Kim,1
2970,Hugh Rockoff,1
2971,Hugo A. Hopenhayn,1
2972,Hugo F. Sonnenschein,1
2973,Hugo Hopenhayn,1
2974,Hugo Sonnenschein,1
2975,Hui-Wen Koo,0
2976,Hukukane Nikaidô,1
2977,Humberto Llavador,1
2978,Hung-Po Chao,1
2979,Hunt Allcott,1
2980,Huntley Schaller,1
2981,Huseyin Yildirim,1
2982,Huw Dixon,
2983,Huw Lloyd-Ellis,1
2984,Hyun Song Shin,1
2985,Hyun-Han Shin,1
2986,Hyungsik R. Moon,1
2987,Hyungsik Roger Moon,1
2988,Hyungtaik Ahn,1
